"titleValue","colorMode","qualifyingSystem","aspectRatio","releaseYear","budget","movieFacebookNumberLikes","numberCriticsForReview","numberUsersReviews","numberUsersVotes","numberFacesInPoster","duration","directorFacebookNumberLikes","actor1FacebookNumberLikes","actor2FacebookNumberLikes","actor3FacebookNumberLikes","fullCastingFacebookNumberLikes","grossLevelValue","genres","country","language","correctMovieExpectations"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008160452598795948,"Color","PG-13",2.35,2009,175000000,0,250,534,174578,4,118,208,23000,2000,570,26683,65173160,"Action|Adventure|Sci-Fi|Thriller","USA","English","Regular"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022814587077555352,"Color","PG",1.85,2015,175000000,118000,536,773,345198,1,95,0,1000,767,384,2944,356454367,"Adventure|Animation|Comedy|Drama|Family|Fantasy","USA","English","Buena"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000363471661388547,"Color","PG",1.85,2016,175000000,65000,370,398,106072,0,106,4000,19000,13000,591,32921,82234139,"Adventure|Drama|Family|Fantasy","UK","English","Buena"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028999078864068285,"Color","PG-13",2.35,2010,200000000,18000,453,723,522371,4,124,4000,21000,19000,4000,48638,154985087,"Action|Adventure|Sci-Fi","USA","English","Buena"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003243415853227473,"Color","PG-13",2.35,2012,170000000,53000,416,710,228554,0,132,274,26000,17000,11000,72881,155111815,"Action|Adventure|Drama|Fantasy","USA","English","Regular"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022760264980569184,"Color","PG",2.35,2014,180000000,89000,401,634,252257,2,97,171,11000,2000,846,15516,241407328,"Action|Adventure|Family|Fantasy|Romance","USA","English","Buena"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000716951695681012,"Color","PG-13",1.85,2014,170000000,45000,521,620,317542,0,130,198,10000,2000,884,14363,17593391,"Action|Adventure|Drama|Sci-Fi","USA","English","Buena"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002221930700681989,"Color","R",2.35,2015,61077500000,677,10,15,2138,3,109,596,622,525,283,1982,108200000,"Action|Adventure|Romance|Sci-Fi","Belgium","English","Regular"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011949946606615491,"Color","PG-13",2.35,2013,175000000,35000,218,324,116994,2,128,47,18000,1000,982,20965,155111815,"Action|Adventure|Drama|Fantasy","USA","English","Regular"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016659742692191631,"Color","PG-13",2.35,2014,170000000,55000,576,742,496749,1,136,94,19000,11000,2000,36188,154985087,"Action|Adventure|Sci-Fi","USA","English","Buena"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010302243544635687,"Color","PG",2.35,2010,165000000,0,226,173,138661,2,93,31,4000,225,213,4628,108012170,"Adventure|Animation|Comedy|Family|Fantasy","USA","English","Regular"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010877179387398303,"Color","PG",2.2,2015,190000000,37000,443,497,128306,2,130,663,2000,638,604,5046,93417865,"Action|Adventure|Family|Mystery|Sci-Fi","USA","English","Regular"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003015908660405603,"Color","PG",2.39,2014,165000000,41000,384,433,279093,0,102,38,756,719,562,2963,23159305,"Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi","USA","English","Buena"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023604526150188127,"Color","PG",2.35,2012,165000000,40000,377,345,272534,1,101,66,975,931,833,4451,111505642,"Adventure|Animation|Comedy|Family|Sci-Fi","USA","English","Buena"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007510250805400627,"Color","G",2.35,2004,165000000,10000,188,444,120798,0,100,0,15000,726,267,16264,15081783,"Adventure|Animation|Family|Fantasy","USA","English","Regular"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018730527202284319,"Color","PG-13",2.35,2016,165000000,67000,286,520,58137,0,120,776,890,812,535,3233,154985087,"Action|Adventure|Sci-Fi","USA","English","Regular"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001938008230498249,"Color","PG",2.35,2010,165000000,33000,288,492,485430,0,98,255,18000,953,759,20453,15081783,"Adventure|Animation|Family|Fantasy","USA","English","Buena"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014377156727817775,"Color","R",2.35,2003,200000000,0,280,1676,305340,0,109,84,648,284,191,1769,83552429,"Action|Sci-Fi","USA","English","Regular"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002637343408320855,"Color","PG-13",2.35,2014,170000000,96000,653,1097,682155,3,121,571,14000,14000,3000,32438,154985087,"Action|Adventure|Sci-Fi","USA","English","Buena"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003043718311441908,"Color","PG-13",2.35,2014,165000000,349000,712,2725,928227,1,169,22000,11000,11000,6000,31488,78616689,"Adventure|Drama|Sci-Fi","USA","English","Buena"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001426111802246698,"Color","PG-13",2.35,2010,160000000,175000,642,2803,1468200,0,148,22000,29000,27000,23000,81115,65173160,"Action|Adventure|Sci-Fi|Thriller","USA","English","Buena"
